_CASE_KEY,SORTING,EVENTTIME,ACTIVITY_EN,Automation
418,3386,5/16/18 23:19,Order by phone,A
418,3387,5/16/18 23:20,Start baking pizza,A
418,3388,5/16/18 23:20,Start preparing pizza,A
418,3389,5/16/18 23:34,Baking pizza ready,B
418,3390,5/16/18 23:40,Start preparing pizza,A
418,3391,5/16/18 23:43,Start baking pizza,A
418,3392,5/16/18 23:55,Baking pizza ready,A
418,3393,5/16/18 23:56,Plan route,A
418,3394,5/16/18 23:58,Departure pizza,B
418,3395,5/17/18 0:05,Pizza arrives at customer,A
418,3396,5/17/18 0:34,Payment customer,A
419,3397,6/3/18 4:38,Start preparing pizza,A
419,3398,6/3/18 4:38,Order by phone,B
419,3399,6/3/18 4:40,Start baking pizza,A
419,3400,6/3/18 4:45,Baking pizza ready,A
419,3401,6/3/18 4:50,Plan route,A
419,3402,6/3/18 4:51,Departure pizza,A
419,3403,6/3/18 4:54,Pizza arrives at customer,A
419,3404,6/3/18 4:55,Payment customer,A
420,3405,2/15/18 13:18,Order by phone,A
420,3406,2/15/18 13:21,Start preparing pizza,A
420,3407,2/15/18 13:28,Start baking pizza,A
420,3408,2/15/18 13:29,Baking pizza ready,B
420,3409,2/15/18 13:36,Start preparing pizza,B
420,3410,2/15/18 13:41,Start baking pizza,A
420,3411,2/15/18 13:47,Baking pizza ready,A
420,3412,2/15/18 13:48,Plan route,A
420,3413,2/15/18 13:49,Departure pizza,A
420,3414,2/15/18 13:53,Pizza arrives at customer,A
420,3415,2/15/18 13:54,Payment customer,A
421,3416,7/25/18 15:27,Start order website,A
421,3417,7/25/18 15:27,Approve order website,A
421,3418,7/25/18 15:27,Receive order website,A
421,3419,7/25/18 15:30,Payment via credit card,A
421,3420,7/25/18 15:30,Start preparing pizza,A
421,3421,7/25/18 15:30,Call Customer,B
421,3422,7/25/18 15:32,Start baking pizza,A
423,3423,4/12/18 2:37,Start preparing pizza,A
423,3424,4/12/18 2:37,Order by phone,A
423,3425,4/12/18 2:44,Start baking pizza,B
423,3426,4/12/18 2:46,Baking pizza ready,A
423,3427,4/12/18 2:50,Plan route,A
423,3428,4/12/18 2:51,Pizza arrives at customer,A
423,3429,4/12/18 2:51,Departure pizza,A
423,3430,4/12/18 3:25,Payment customer,A
424,3431,4/4/18 19:07,Order by phone,B
424,3432,4/4/18 19:08,Baking pizza ready,B
424,3433,4/4/18 19:08,Start preparing pizza,A
424,3434,4/4/18 19:08,Start baking pizza,A
424,3435,4/4/18 19:13,Plan route,B
424,3436,4/4/18 19:18,Departure pizza,A
424,3437,4/4/18 19:21,Pizza arrives at customer,A
424,3438,4/4/18 19:55,Payment customer,A
425,3439,3/7/18 8:54,Order by phone,A
425,3440,3/7/18 8:55,Start preparing pizza,A
425,3441,3/7/18 8:58,Start baking pizza,A
425,3442,3/7/18 8:58,Baking pizza ready,A
425,3443,3/7/18 9:03,Plan route,A
425,3444,3/7/18 9:07,Departure pizza,A
425,3445,3/7/18 9:15,Pizza arrives at customer,A
425,3446,3/7/18 9:46,Payment customer,A
426,3447,4/25/18 7:33,Order by phone,A
426,3448,4/25/18 7:34,Start preparing pizza,B
426,3449,4/25/18 7:39,Start baking pizza,A
426,3450,4/25/18 7:47,Baking pizza ready,A
426,3451,4/25/18 7:49,Departure pizza,A
426,3452,4/25/18 7:49,Plan route,A
426,3453,4/25/18 7:55,Pizza arrives at customer,A
426,3454,4/25/18 8:08,Payment customer,A
427,3455,2/25/18 23:56,Order by phone,A
427,3456,2/25/18 23:58,Start preparing pizza,A
427,3457,2/26/18 0:00,Call Customer,A
427,3458,2/26/18 0:02,Start preparing pizza,B
427,3459,2/26/18 0:03,Start baking pizza,A
427,3460,2/26/18 0:14,Baking pizza ready,A
427,3461,2/26/18 0:15,Plan route,A
427,3462,2/26/18 0:18,Departure pizza,B
427,3463,2/26/18 0:22,Payment customer,B
427,3464,2/26/18 0:22,Pizza arrives at customer,A
429,3465,3/7/18 19:48,Start order website,A
429,3466,3/7/18 19:52,Payment via credit card,B
429,3467,3/7/18 19:52,Approve order website,A
429,3468,3/7/18 19:52,Receive order website,A
429,3469,3/7/18 19:53,Start preparing pizza,B
429,3470,3/7/18 19:58,Start baking pizza,A
429,3471,3/7/18 20:11,Baking pizza ready,A
429,3472,3/7/18 20:16,Plan route,A
429,3473,3/7/18 20:19,Departure pizza,A
429,3474,3/7/18 20:27,Pizza arrives at customer,A
429,3475,3/7/18 20:55,Pizza received,A
430,3476,6/25/18 4:26,Order by phone,A
430,3477,6/25/18 4:28,Start preparing pizza,A
430,3478,6/25/18 4:34,Baking pizza ready,A
430,3479,6/25/18 4:34,Start baking pizza,A
430,3480,6/25/18 4:36,Plan route,A
430,3481,6/25/18 4:41,Departure pizza,A
430,3482,6/25/18 4:41,Pizza arrives at customer,B
430,3483,6/25/18 4:49,Payment customer,B
431,3484,3/17/18 21:01,Order by phone,A
431,3485,3/17/18 21:04,Start preparing pizza,A
431,3486,3/17/18 21:07,Start baking pizza,A
431,3487,3/17/18 21:07,Baking pizza ready,A
431,3488,3/17/18 21:08,Departure pizza,B
431,3489,3/17/18 21:08,Plan route,A
431,3490,3/17/18 21:16,Pizza arrives at customer,A
431,3491,3/17/18 21:27,Payment customer,A
432,3492,4/12/18 1:54,Start order website,A
432,3493,4/12/18 2:04,Approve order website,A
432,3494,4/12/18 2:05,Call Customer,B
432,3495,4/12/18 2:05,Receive order website,A
432,3496,4/12/18 2:09,Start preparing pizza,A
432,3497,4/12/18 2:16,Start baking pizza,A
432,3498,4/12/18 2:25,Baking pizza ready,B
432,3499,4/12/18 2:26,Plan route,A
432,3500,4/12/18 2:31,Departure pizza,A
432,3501,4/12/18 2:36,Pizza arrives at customer,A
432,3502,4/12/18 3:08,Payment customer,A
433,3503,2/27/18 17:45,Order at the counter (shop),A
433,3504,2/27/18 17:45,Start preparing pizza,B
433,3505,2/27/18 17:48,Start baking pizza,A
433,3506,2/27/18 17:59,Payment customer,A
433,3507,2/27/18 17:59,Baking pizza ready,A
434,3508,4/21/18 22:13,Start order website,A
434,3509,4/21/18 22:24,Approve order website,A
434,3510,4/21/18 22:25,Receive order website,A
434,3511,4/21/18 22:31,Call Customer,A
434,3512,4/21/18 22:38,Start preparing pizza,A
434,3513,4/21/18 22:40,Start baking pizza,A
434,3514,4/21/18 22:53,Plan route,A
434,3515,4/21/18 22:53,Baking pizza ready,A
434,3516,4/21/18 22:57,Departure pizza,A
434,3517,4/21/18 22:57,Pizza arrives at customer,B
434,3518,4/21/18 23:32,Payment customer,A
435,3519,5/30/18 8:43,Order by phone,A
435,3520,5/30/18 8:45,Start preparing pizza,A
435,3521,5/30/18 8:46,Start baking pizza,A
435,3522,5/30/18 8:52,Baking pizza ready,B
435,3523,5/30/18 8:55,Plan route,A
435,3524,5/30/18 9:00,Departure pizza,A
435,3525,5/30/18 9:06,Pizza arrives at customer,A
435,3526,5/30/18 9:39,Payment customer,B
436,3527,4/18/18 7:23,Start preparing pizza,B
436,3528,4/18/18 7:23,Order by phone,A
436,3529,4/18/18 7:25,Start baking pizza,A
436,3530,4/18/18 7:35,Baking pizza ready,A
436,3531,4/18/18 7:44,Start preparing pizza,A
436,3532,4/18/18 7:48,Start baking pizza,A
436,3533,4/18/18 7:51,Baking pizza ready,B
436,3534,4/18/18 7:51,Plan route,A
436,3535,4/18/18 7:52,Departure pizza,A
436,3536,4/18/18 7:57,Pizza arrives at customer,A
436,3537,4/18/18 8:21,Payment customer,A
438,3538,6/20/18 19:29,Start order website,A
438,3539,6/20/18 19:37,Receive order website,B
438,3540,6/20/18 19:37,Call Customer,A
438,3541,6/20/18 19:37,Approve order website,B
438,3542,6/20/18 19:44,Start preparing pizza,A
438,3543,6/20/18 19:51,Start baking pizza,B
438,3544,6/20/18 20:00,Baking pizza ready,A
438,3545,6/20/18 20:05,Plan route,B
438,3546,6/20/18 20:06,Departure pizza,A
438,3547,6/20/18 20:10,Pizza arrives at customer,A
438,3548,6/20/18 20:33,Payment customer,A
439,3549,5/15/18 21:42,Order by phone,A
439,3550,5/15/18 21:44,Start preparing pizza,A
439,3551,5/15/18 21:47,Start baking pizza,A
439,3552,5/15/18 22:00,Baking pizza ready,A
439,3553,5/15/18 22:05,Plan route,A
439,3554,5/15/18 22:06,Departure pizza,A
439,3555,5/15/18 22:09,Pizza arrives at customer,B
439,3556,5/15/18 22:32,Payment customer,A
440,3557,2/4/18 10:14,Order by phone,A
440,3558,2/4/18 10:17,Start preparing pizza,A
440,3559,2/4/18 10:21,Start baking pizza,A
440,3560,2/4/18 10:23,Baking pizza ready,A
440,3561,2/4/18 10:25,Plan route,A
440,3562,2/4/18 10:29,Departure pizza,A
440,3563,2/4/18 10:31,Pizza arrives at customer,B
440,3564,2/4/18 10:37,Payment customer,A
441,3565,8/25/18 15:49,Start order website,A
441,3566,8/25/18 16:00,Approve order website,A
441,3567,8/25/18 16:00,Receive order website,A
441,3568,8/25/18 16:01,Payment via credit card,A
441,3569,8/25/18 16:12,Start preparing pizza,B
441,3570,8/25/18 16:18,Start baking pizza,A
441,3571,8/25/18 16:27,Baking pizza ready,A
441,3572,8/25/18 16:28,Plan route,A
441,3573,8/25/18 16:30,Departure pizza,A
441,3574,8/25/18 16:38,Pizza arrives at customer,B
441,3575,8/25/18 16:50,Pizza received,A
442,3576,3/23/18 19:28,Order by phone,A
442,3577,3/23/18 19:31,Start preparing pizza,A
442,3578,3/23/18 19:31,Start baking pizza,B
442,3579,3/23/18 19:51,Baking pizza ready,A
442,3580,3/23/18 19:53,Start preparing pizza,B
442,3581,3/23/18 19:57,Start baking pizza,A
442,3582,3/23/18 20:01,Baking pizza ready,A
442,3583,3/23/18 20:06,Plan route,A
442,3584,3/23/18 20:11,Departure pizza,A
442,3585,3/23/18 20:20,Pizza arrives at customer,A
442,3586,3/23/18 20:27,Payment customer,A
443,3587,3/5/18 7:40,Order at the counter (shop),A
443,3588,3/5/18 7:41,Start preparing pizza,A
443,3589,3/5/18 7:42,Start baking pizza,A
443,3590,3/5/18 7:49,Baking pizza ready,A
443,3591,3/5/18 7:50,Payment customer,B
444,3592,4/4/18 0:58,Order by phone,A
444,3593,4/4/18 0:59,Start preparing pizza,A
444,3594,4/4/18 1:08,Call Customer,A
444,3595,4/4/18 1:13,Start preparing pizza,A
444,3596,4/4/18 1:20,Start baking pizza,A
444,3597,4/4/18 1:25,Baking pizza ready,B
444,3598,4/4/18 1:30,Plan route,A
444,3599,4/4/18 1:32,Departure pizza,A
444,3600,4/4/18 1:37,Pizza arrives at customer,A
444,3601,4/4/18 2:00,Payment customer,A
445,3602,3/19/18 4:42,Order at the counter (shop),A
445,3603,3/19/18 4:42,Start preparing pizza,A
445,3604,3/19/18 4:44,Start baking pizza,B
445,3605,3/19/18 4:50,Baking pizza ready,A
445,3606,3/19/18 4:50,Payment customer,B
446,3607,1/30/18 1:37,Order by phone,A
446,3608,1/30/18 1:39,Start preparing pizza,A
446,3609,1/30/18 1:43,Start baking pizza,A
446,3610,1/30/18 1:52,Baking pizza ready,B
446,3611,1/30/18 1:57,Plan route,A
446,3612,1/30/18 1:59,Departure pizza,B
446,3613,1/30/18 2:08,Pizza arrives at customer,A
446,3614,1/30/18 2:31,Payment customer,A
447,3615,7/16/18 14:34,Order at the counter (shop),A
447,3616,7/16/18 14:36,Start baking pizza,A
447,3617,7/16/18 14:36,Start preparing pizza,A
447,3618,7/16/18 14:48,Baking pizza ready,B
447,3619,7/16/18 14:49,Payment customer,B
448,3620,6/13/18 21:53,Order by phone,A
448,3621,6/13/18 21:53,Start preparing pizza,A
448,3622,6/13/18 21:58,Start baking pizza,A
448,3623,6/13/18 21:59,Baking pizza ready,B
448,3624,6/13/18 22:03,Departure pizza,A
448,3625,6/13/18 22:03,Plan route,A
448,3626,6/13/18 22:04,Pizza arrives at customer,A
448,3627,6/13/18 22:14,Payment customer,A
449,3628,4/16/18 12:42,Order by phone,A
449,3629,4/16/18 12:45,Start preparing pizza,A
449,3630,4/16/18 12:48,Start baking pizza,B
449,3631,4/16/18 12:55,Baking pizza ready,B
449,3632,4/16/18 12:55,Plan route,B
449,3633,4/16/18 12:57,Departure pizza,A
449,3634,4/16/18 13:04,Pizza arrives at customer,A
449,3635,4/16/18 13:23,Payment customer,B
450,3636,4/24/18 23:45,Order at the counter (shop),B
450,3637,4/24/18 23:47,Start preparing pizza,A
450,3638,4/24/18 23:51,Start baking pizza,A
450,3639,4/24/18 23:53,Baking pizza ready,B
450,3640,4/24/18 23:54,Payment customer,B
451,3641,6/25/18 23:13,Order by phone,A
451,3642,6/25/18 23:16,Start preparing pizza,A
451,3643,6/25/18 23:20,Start baking pizza,A
451,3644,6/25/18 23:39,Baking pizza ready,A
451,3645,6/25/18 23:42,Start baking pizza,A
451,3646,6/25/18 23:42,Start preparing pizza,A
451,3647,6/25/18 23:54,Baking pizza ready,A
451,3648,6/26/18 0:01,Plan route,A
451,3649,6/26/18 0:04,Departure pizza,A
451,3650,6/26/18 0:07,Pizza arrives at customer,B
451,3651,6/26/18 0:42,Payment customer,A
452,3652,3/25/18 10:19,Order at the counter (shop),A
452,3653,3/25/18 10:19,Start preparing pizza,A
452,3654,3/25/18 10:21,Payment customer,A
452,3655,3/25/18 10:21,Baking pizza ready,B
452,3656,3/25/18 10:21,Start baking pizza,A
453,3657,3/1/18 19:04,Start order website,A
453,3658,3/1/18 19:15,Approve order website,A
453,3659,3/1/18 19:15,Receive order website,B
453,3660,3/1/18 19:20,Call Customer,A
453,3661,3/1/18 19:21,Start preparing pizza,B
453,3662,3/1/18 19:28,Start baking pizza,B
453,3663,3/1/18 19:40,Baking pizza ready,B
453,3664,3/1/18 19:43,Plan route,A
453,3665,3/1/18 19:46,Departure pizza,B
453,3666,3/1/18 19:52,Pizza arrives at customer,A
453,3667,3/1/18 20:04,Payment customer,A
454,3668,3/16/18 9:04,Order by phone,A
454,3669,3/16/18 9:05,Start preparing pizza,A
454,3670,3/16/18 9:13,Call Customer,A
454,3671,3/16/18 9:20,Start preparing pizza,B
454,3672,3/16/18 9:20,Start baking pizza,B
454,3673,3/16/18 9:26,Baking pizza ready,A
454,3674,3/16/18 9:26,Plan route,A
454,3675,3/16/18 9:30,Departure pizza,B
454,3676,3/16/18 9:33,Pizza arrives at customer,A
454,3677,3/16/18 9:46,Payment customer,A
455,3678,2/23/18 21:59,Start order website,B
455,3679,2/23/18 22:12,Receive order website,A
455,3680,2/23/18 22:12,Approve order website,B
455,3681,2/23/18 22:15,Call Customer,B
455,3682,2/23/18 22:21,Start preparing pizza,B
455,3683,2/23/18 22:28,Baking pizza ready,A
455,3684,2/23/18 22:28,Start baking pizza,A
455,3685,2/23/18 22:32,Plan route,B
455,3686,2/23/18 22:34,Departure pizza,A
455,3687,2/23/18 22:35,Pizza arrives at customer,A
455,3688,2/23/18 22:55,Payment customer,A
456,3689,5/10/18 0:07,Start preparing pizza,A
456,3690,5/10/18 0:07,Order by phone,A
456,3691,5/10/18 0:08,Start baking pizza,A
456,3692,5/10/18 0:16,Baking pizza ready,A
456,3693,5/10/18 0:18,Plan route,A
456,3694,5/10/18 0:20,Departure pizza,A
456,3695,5/10/18 0:25,Pizza arrives at customer,A
456,3696,5/10/18 0:55,Payment customer,A
457,3697,5/14/18 19:26,Order by phone,A
457,3698,5/14/18 19:28,Start preparing pizza,A
457,3699,5/14/18 19:30,Start baking pizza,B
457,3700,5/14/18 19:47,Baking pizza ready,A
457,3701,5/14/18 19:49,Start preparing pizza,B
457,3702,5/14/18 19:53,Start baking pizza,A
457,3703,5/14/18 19:55,Baking pizza ready,A
457,3704,5/14/18 19:56,Plan route,A
457,3705,5/14/18 20:00,Departure pizza,A
457,3706,5/14/18 20:02,Pizza arrives at customer,B
457,3707,5/14/18 20:18,Payment customer,A
459,3708,5/16/18 7:02,Order by phone,A
459,3709,5/16/18 7:04,Start preparing pizza,A
459,3710,5/16/18 7:09,Start baking pizza,B
459,3711,5/16/18 7:14,Baking pizza ready,A
459,3712,5/16/18 7:16,Plan route,A
459,3713,5/16/18 7:21,Departure pizza,A
459,3714,5/16/18 7:26,Pizza arrives at customer,A
459,3715,5/16/18 7:34,Payment customer,B
460,3716,4/30/18 11:17,Order at the counter (shop),A
460,3717,4/30/18 11:19,Start preparing pizza,B
460,3718,4/30/18 11:24,Start baking pizza,A
460,3719,4/30/18 11:34,Payment customer,A
460,3720,4/30/18 11:34,Baking pizza ready,B
461,3721,8/5/18 7:30,Order by phone,A
461,3722,8/5/18 7:31,Call Customer,A
461,3723,8/5/18 7:31,Start preparing pizza,A
461,3724,8/5/18 7:32,Start preparing pizza,A
461,3725,8/5/18 7:33,Start baking pizza,A
461,3726,8/5/18 7:42,Baking pizza ready,A
461,3727,8/5/18 7:45,Plan route,A
461,3728,8/5/18 7:46,Departure pizza,A
461,3729,8/5/18 7:53,Pizza arrives at customer,B
461,3730,8/5/18 8:09,Payment customer,A
462,3731,3/19/18 11:32,Order at the counter (shop),A
462,3732,3/19/18 11:34,Start preparing pizza,A
462,3733,3/19/18 11:38,Start baking pizza,A
462,3734,3/19/18 11:50,Baking pizza ready,B
462,3735,3/19/18 11:51,Payment customer,B
463,3736,5/27/18 1:31,Order by phone,A
463,3737,5/27/18 1:33,Start preparing pizza,A
463,3738,5/27/18 1:42,Call Customer,A
463,3739,5/27/18 1:45,Start preparing pizza,A
463,3740,5/27/18 1:48,Start baking pizza,A
463,3741,5/27/18 1:55,Plan route,A
463,3742,5/27/18 1:55,Baking pizza ready,A
463,3743,5/27/18 1:59,Departure pizza,A
463,3744,5/27/18 2:04,Pizza arrives at customer,B
463,3745,5/27/18 2:19,Payment customer,A
464,3746,2/21/18 14:21,Order by phone,A
464,3747,2/21/18 14:22,Start preparing pizza,A
464,3748,2/21/18 14:25,Start baking pizza,A
464,3749,2/21/18 14:47,Baking pizza ready,B
464,3750,2/21/18 14:51,Start preparing pizza,A
464,3751,2/21/18 14:54,Start baking pizza,A
464,3752,2/21/18 15:06,Baking pizza ready,A
464,3753,2/21/18 15:09,Plan route,A
464,3754,2/21/18 15:12,Departure pizza,A
464,3755,2/21/18 15:21,Pizza arrives at customer,A
464,3756,2/21/18 15:37,Payment customer,A
467,3757,3/2/18 7:58,Order at the counter (shop),B
467,3758,3/2/18 8:00,Start preparing pizza,B
467,3759,3/2/18 8:04,Start baking pizza,A
467,3760,3/2/18 8:08,Baking pizza ready,A
467,3761,3/2/18 8:08,Payment customer,A
469,3762,6/15/18 8:19,Order by phone,A
469,3763,6/15/18 8:20,Start preparing pizza,A
469,3764,6/15/18 8:24,Start baking pizza,A
469,3765,6/15/18 8:25,Baking pizza ready,B
469,3766,6/15/18 8:30,Plan route,A
469,3767,6/15/18 8:32,Departure pizza,A
469,3768,6/15/18 8:39,Pizza arrives at customer,A
469,3769,6/15/18 9:17,Payment customer,A
471,3770,3/13/18 3:46,Start order website,B
471,3771,3/13/18 3:51,Approve order website,A
471,3772,3/13/18 3:52,Receive order website,A
471,3773,3/13/18 3:57,Call Customer,B
471,3774,3/13/18 4:03,Start preparing pizza,B
471,3775,3/13/18 4:07,Start baking pizza,A
471,3776,3/13/18 4:16,Baking pizza ready,A
471,3777,3/13/18 4:19,Plan route,A
471,3778,3/13/18 4:21,Departure pizza,A
471,3779,3/13/18 4:30,Pizza arrives at customer,A
471,3780,3/13/18 5:07,Payment customer,B
472,3781,3/18/18 19:48,Order by phone,A
472,3782,3/18/18 19:51,Start preparing pizza,A
472,3783,3/18/18 19:56,Start baking pizza,A
472,3784,3/18/18 20:19,Baking pizza ready,A
472,3785,3/18/18 20:23,Start preparing pizza,B
472,3786,3/18/18 20:23,Start baking pizza,A
472,3787,3/18/18 20:25,Baking pizza ready,B
472,3788,3/18/18 20:32,Plan route,A
472,3789,3/18/18 20:37,Departure pizza,A
472,3790,3/18/18 20:40,Pizza arrives at customer,A
472,3791,3/18/18 21:11,Payment customer,B
473,3792,5/11/18 23:31,Order by phone,A
473,3793,5/11/18 23:34,Start preparing pizza,A
473,3794,5/11/18 23:43,Call Customer,A
473,3795,5/11/18 23:46,Start baking pizza,A
473,3796,5/11/18 23:46,Start preparing pizza,B
473,3797,5/11/18 23:50,Baking pizza ready,A
473,3798,5/11/18 23:55,Plan route,A
473,3799,5/11/18 23:56,Departure pizza,B
473,3800,5/11/18 23:57,Pizza arrives at customer,A
473,3801,5/12/18 0:31,Payment customer,A
474,3802,5/23/18 1:10,Order by phone,A
474,3803,5/23/18 1:13,Start baking pizza,A
474,3804,5/23/18 1:13,Start preparing pizza,A
474,3805,5/23/18 1:24,Baking pizza ready,B
474,3806,5/23/18 1:28,Plan route,A
474,3807,5/23/18 1:32,Departure pizza,A
474,3808,5/23/18 1:32,Pizza arrives at customer,A
474,3809,5/23/18 1:33,Payment customer,A
475,3810,4/13/18 19:44,Order by phone,A
475,3811,4/13/18 19:47,Start preparing pizza,A
475,3812,4/13/18 19:49,Start baking pizza,B
475,3813,4/13/18 20:02,Baking pizza ready,B
475,3814,4/13/18 20:04,Plan route,A
475,3815,4/13/18 20:06,Departure pizza,A
475,3816,4/13/18 20:13,Pizza arrives at customer,B
475,3817,4/13/18 20:20,Payment customer,B
476,3818,4/14/18 23:20,Start preparing pizza,A
476,3819,4/14/18 23:20,Order by phone,A
476,3820,4/14/18 23:26,Start baking pizza,B
476,3821,4/14/18 23:29,Baking pizza ready,A
476,3822,4/14/18 23:32,Plan route,A
476,3823,4/14/18 23:32,Departure pizza,A
476,3824,4/14/18 23:32,Pizza arrives at customer,A
476,3825,4/14/18 23:55,Payment customer,B
477,3826,2/27/18 22:19,Order by phone,A
477,3827,2/27/18 22:21,Start preparing pizza,A
477,3828,2/27/18 22:28,Start baking pizza,A
477,3829,2/27/18 22:30,Baking pizza ready,A
477,3830,2/27/18 22:34,Plan route,A
477,3831,2/27/18 22:36,Departure pizza,A
477,3832,2/27/18 22:45,Pizza arrives at customer,B
477,3833,2/27/18 22:54,Payment customer,A
478,3834,3/30/18 6:10,Start order website,A
478,3835,3/30/18 6:11,Approve order website,A
478,3836,3/30/18 6:12,Receive order website,A
478,3837,3/30/18 6:20,Payment via credit card,B
478,3838,3/30/18 6:28,Start preparing pizza,B
478,3839,3/30/18 6:29,Start baking pizza,A
478,3840,3/30/18 6:33,Baking pizza ready,A
478,3841,3/30/18 6:38,Plan route,A
478,3842,3/30/18 6:42,Departure pizza,A
478,3843,3/30/18 6:47,Pizza arrives at customer,A
478,3844,3/30/18 7:03,Pizza received,B
479,3845,2/24/18 16:56,Order by phone,B
479,3846,2/24/18 16:57,Start preparing pizza,A
479,3847,2/24/18 17:04,Start baking pizza,A
479,3848,2/24/18 17:14,Baking pizza ready,B
479,3849,2/24/18 17:16,Plan route,A
479,3850,2/24/18 17:18,Departure pizza,A
479,3851,2/24/18 17:21,Pizza arrives at customer,A
479,3852,2/24/18 17:59,Payment customer,A
480,3853,4/7/18 2:40,Order by phone,A
480,3854,4/7/18 2:43,Start preparing pizza,A
480,3855,4/7/18 2:50,Start baking pizza,A
480,3856,4/7/18 2:53,Baking pizza ready,B
480,3857,4/7/18 2:55,Departure pizza,A
480,3858,4/7/18 2:55,Plan route,A
480,3859,4/7/18 2:57,Pizza arrives at customer,B
480,3860,4/7/18 3:08,Payment customer,A
481,3861,7/30/18 5:10,Order at the counter (shop),A
481,3862,7/30/18 5:13,Start preparing pizza,A
481,3863,7/30/18 5:19,Start baking pizza,A
481,3864,7/30/18 5:28,Baking pizza ready,A
481,3865,7/30/18 5:29,Payment customer,B
482,3866,6/5/18 3:55,Order by phone,A
482,3867,6/5/18 3:58,Start preparing pizza,A
482,3868,6/5/18 4:02,Start baking pizza,B
482,3869,6/5/18 4:19,Baking pizza ready,A
482,3870,6/5/18 4:20,Start preparing pizza,A
482,3871,6/5/18 4:27,Start baking pizza,A
482,3872,6/5/18 4:28,Baking pizza ready,A
482,3873,6/5/18 4:29,Plan route,A
482,3874,6/5/18 4:33,Departure pizza,A
482,3875,6/5/18 4:40,Pizza arrives at customer,A
482,3876,6/5/18 5:15,Payment customer,A
483,3877,2/20/18 8:45,Order at the counter (shop),A
483,3878,2/20/18 8:46,Start preparing pizza,A
483,3879,2/20/18 8:53,Start baking pizza,A
483,3880,2/20/18 8:59,Baking pizza ready,B
483,3881,2/20/18 9:00,Payment customer,B
484,3882,4/24/18 4:54,Order by phone,A
484,3883,4/24/18 4:55,Start preparing pizza,A
484,3884,4/24/18 5:00,Call Customer,A
484,3885,4/24/18 5:02,Start preparing pizza,B
484,3886,4/24/18 5:04,Start baking pizza,A
484,3887,4/24/18 5:16,Baking pizza ready,A
484,3888,4/24/18 5:19,Plan route,A
484,3889,4/24/18 5:24,Departure pizza,A
484,3890,4/24/18 5:25,Pizza arrives at customer,B
484,3891,4/24/18 5:43,Payment customer,A
485,3892,4/9/18 0:13,Order by phone,B
485,3893,4/9/18 0:13,Start preparing pizza,A
485,3894,4/9/18 0:14,Start baking pizza,A
485,3895,4/9/18 0:20,Baking pizza ready,B
485,3896,4/9/18 0:25,Plan route,A
485,3897,4/9/18 0:28,Departure pizza,A
485,3898,4/9/18 0:37,Pizza arrives at customer,A
485,3899,4/9/18 1:10,Payment customer,A
486,3900,4/1/18 13:46,Order by phone,A
486,3901,4/1/18 13:48,Start preparing pizza,B
486,3902,4/1/18 13:50,Call Customer,A
486,3903,4/1/18 13:52,Start preparing pizza,A
486,3904,4/1/18 13:57,Start baking pizza,B
486,3905,4/1/18 14:00,Baking pizza ready,A
486,3906,4/1/18 14:04,Departure pizza,A
486,3907,4/1/18 14:04,Plan route,A
486,3908,4/1/18 14:11,Pizza arrives at customer,A
486,3909,4/1/18 14:29,Payment customer,A
487,3910,3/14/18 17:08,Order at the counter (shop),A
487,3911,3/14/18 17:10,Start preparing pizza,A
487,3912,3/14/18 17:12,Start baking pizza,A
487,3913,3/14/18 17:24,Baking pizza ready,A
487,3914,3/14/18 17:25,Payment customer,B
488,3915,3/23/18 7:18,Order at the counter (shop),A
488,3916,3/23/18 7:20,Start preparing pizza,A
488,3917,3/23/18 7:27,Start baking pizza,B
488,3918,3/23/18 7:30,Payment customer,A
488,3919,3/23/18 7:30,Baking pizza ready,A
489,3920,3/8/18 14:54,Start order website,B
489,3921,3/8/18 14:55,Approve order website,A
489,3922,3/8/18 14:55,Receive order website,A
489,3923,3/8/18 14:58,Payment via credit card,A
489,3924,3/8/18 15:04,Call Customer,A
489,3925,3/8/18 15:06,Start preparing pizza,A
489,3926,3/8/18 15:07,Start baking pizza,A
490,3927,7/2/18 8:14,Order by phone,A
490,3928,7/2/18 8:17,Start baking pizza,A
490,3929,7/2/18 8:17,Start preparing pizza,A
490,3930,7/2/18 8:17,Baking pizza ready,B
490,3931,7/2/18 8:22,Plan route,B
490,3932,7/2/18 8:23,Departure pizza,A
490,3933,7/2/18 8:23,Pizza arrives at customer,A
490,3934,7/2/18 9:01,Payment customer,A
491,3935,3/3/18 13:12,Start order website,A
491,3936,3/3/18 13:24,Receive order website,A
491,3937,3/3/18 13:24,Approve order website,A
491,3938,3/3/18 13:31,Payment via credit card,A
491,3939,3/3/18 13:44,Start preparing pizza,B
491,3940,3/3/18 13:51,Start baking pizza,A
491,3941,3/3/18 14:00,Plan route,A
491,3942,3/3/18 14:00,Departure pizza,A
491,3943,3/3/18 14:00,Baking pizza ready,B
491,3944,3/3/18 14:04,Pizza arrives at customer,A
491,3945,3/3/18 14:23,Pizza received,A
492,3946,2/2/18 12:49,Order by phone,A
492,3947,2/2/18 12:51,Start preparing pizza,A
492,3948,2/2/18 12:55,Start baking pizza,A
492,3949,2/2/18 12:56,Baking pizza ready,B
492,3950,2/2/18 12:59,Plan route,A
492,3951,2/2/18 13:04,Departure pizza,B
